episode,step,agent_type,mode,state,crash,agent_0_pos,agent_0_action,agent_1_pos,agent_1_action,agent_2_pos,agent_2_action,agent_3_pos,agent_3_action,agent_0_reward,agent_1_reward,agent_2_reward,agent_3_reward
1494,0,q_learning,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
1494,1,q_learning,pure,"(0, 1, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,-0.5,-0.5
1494,2,q_learning,pure,"(0, 2, 0, 0)",False,0,0,2,0,0,1,0,1,-0.5,0.0,0.0,0.0
1494,3,q_learning,pure,"(0, 2, 1, 1)",False,0,0,2,0,1,1,1,1,-0.5,0.0,20.0,20.0
1494,4,q_learning,pure,"(0, 2, 2, 2)",False,0,1,2,0,2,0,2,0,0.0,0.0,0.0,0.0
1494,5,q_learning,pure,"(1, 2, 2, 2)",False,1,1,2,0,2,0,2,0,20.0,0.0,0.0,0.0
1495,0,q_learning,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
1495,1,q_learning,pure,"(0, 1, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,-0.5,-0.5
1495,2,q_learning,pure,"(0, 2, 0, 0)",False,0,0,2,0,0,1,0,1,-0.5,0.0,0.0,0.0
1495,3,q_learning,pure,"(0, 2, 1, 1)",False,0,0,2,0,1,1,1,1,-0.5,0.0,20.0,20.0
1495,4,q_learning,pure,"(0, 2, 2, 2)",False,0,1,2,0,2,0,2,0,0.0,0.0,0.0,0.0
1495,5,q_learning,pure,"(1, 2, 2, 2)",False,1,1,2,0,2,0,2,0,20.0,0.0,0.0,0.0
1496,0,q_learning,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
1496,1,q_learning,pure,"(0, 1, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,-0.5,-0.5
1496,2,q_learning,pure,"(0, 2, 0, 0)",False,0,0,2,0,0,1,0,1,-0.5,0.0,0.0,0.0
1496,3,q_learning,pure,"(0, 2, 1, 1)",False,0,0,2,0,1,1,1,1,-0.5,0.0,20.0,20.0
1496,4,q_learning,pure,"(0, 2, 2, 2)",False,0,1,2,0,2,0,2,0,0.0,0.0,0.0,0.0
1496,5,q_learning,pure,"(1, 2, 2, 2)",False,1,1,2,0,2,0,2,0,20.0,0.0,0.0,0.0
1497,0,q_learning,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
1497,1,q_learning,pure,"(0, 1, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,-0.5,-0.5
1497,2,q_learning,pure,"(0, 2, 0, 0)",False,0,0,2,0,0,1,0,1,-0.5,0.0,0.0,0.0
1497,3,q_learning,pure,"(0, 2, 1, 1)",False,0,0,2,0,1,1,1,1,-0.5,0.0,20.0,20.0
1497,4,q_learning,pure,"(0, 2, 2, 2)",False,0,1,2,0,2,0,2,0,0.0,0.0,0.0,0.0
1497,5,q_learning,pure,"(1, 2, 2, 2)",False,1,1,2,0,2,0,2,0,20.0,0.0,0.0,0.0
1498,0,q_learning,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
1498,1,q_learning,pure,"(0, 1, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,-0.5,-0.5
1498,2,q_learning,pure,"(0, 2, 0, 0)",False,0,0,2,0,0,1,0,1,-0.5,0.0,0.0,0.0
1498,3,q_learning,pure,"(0, 2, 1, 1)",False,0,0,2,0,1,1,1,1,-0.5,0.0,20.0,20.0
1498,4,q_learning,pure,"(0, 2, 2, 2)",False,0,1,2,0,2,0,2,0,0.0,0.0,0.0,0.0
1498,5,q_learning,pure,"(1, 2, 2, 2)",False,1,1,2,0,2,0,2,0,20.0,0.0,0.0,0.0
1499,0,q_learning,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
1499,1,q_learning,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
1499,2,q_learning,pure,"(0, 1, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,-0.5,-0.5
1499,3,q_learning,pure,"(0, 2, 0, 0)",False,0,0,2,0,0,1,0,1,-0.5,0.0,0.0,0.0
1499,4,q_learning,pure,"(0, 2, 1, 1)",False,0,0,2,0,1,1,1,1,-0.5,0.0,20.0,20.0
1499,5,q_learning,pure,"(0, 2, 2, 2)",False,0,1,2,0,2,0,2,0,0.0,0.0,0.0,0.0
1499,6,q_learning,pure,"(1, 2, 2, 2)",False,1,1,2,0,2,0,2,0,20.0,0.0,0.0,0.0
0,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,1,0,0,0,1,7.5,-140.0,-0.5,-100.0
1,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,1,0,0,0,1,0,0,-140.0,7.5,-100.0,-0.5
2,0,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,1,0,0,0,1,0,1,-200.0,-0.5,-140.0,-140.0
3,0,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,1,0,0,0,0,0,0,0.0,-0.5,7.5,7.5
3,1,wolf,ambulance_random,"(1, 0, 0, 0, 1)",False,1,0,0,0,0,1,0,1,-200.5,-0.5,-140.0,-140.0
4,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,1,0,1,7.5,7.5,0.0,0.0
4,1,wolf,ambulance_random,"(0, 0, 1, 1, 2)",False,0,1,0,0,1,1,1,0,-100.0,-0.5,20.0,-100.5
5,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,1,0,0,0,0,0,0,-40.0,7.5,-0.5,-0.5
5,1,wolf,ambulance_random,"(1, 0, 0, 0, 2)",False,1,0,0,1,0,0,0,0,-40.5,-40.0,-0.5,-0.5
5,2,wolf,ambulance_random,"(1, 1, 0, 0, 2)",False,1,1,1,0,0,0,0,0,20.0,-40.5,-0.5,-0.5
5,3,wolf,ambulance_random,"(2, 1, 0, 0, 2)",False,2,0,1,0,0,1,0,0,0.0,-140.5,-100.0,-0.5
6,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,1,0,1,0,0,7.5,-140.0,-100.0,-0.5
7,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,-40.0,7.5
7,1,wolf,ambulance_random,"(0, 0, 1, 0, 0)",False,0,1,0,0,1,0,0,0,-100.0,-0.5,-140.5,7.5
8,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,1,0,1,7.5,7.5,0.0,0.0
8,1,wolf,ambulance_random,"(0, 0, 1, 1, 3)",False,0,1,0,0,1,0,1,1,-100.0,-0.5,-100.5,20.0
9,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,1,0,1,0,0,0,1,-100.0,-100.0,7.5,-240.0
10,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,1,0,1,0,0,0,0,-40.0,-40.0,-0.5,-0.5
10,1,wolf,ambulance_random,"(1, 1, 0, 0, 2)",False,1,1,1,1,0,0,0,1,20.0,20.0,-0.5,0.0
10,2,wolf,ambulance_random,"(2, 2, 0, 1, 2)",False,2,1,2,0,0,0,1,1,0.0,0.0,-0.5,20.0
10,3,wolf,ambulance_random,"(2, 2, 0, 2, 2)",False,2,0,2,1,0,0,2,1,0.0,0.0,-0.5,0.0
10,4,wolf,ambulance_random,"(2, 2, 0, 2, 2)",False,2,1,2,0,0,0,2,0,0.0,0.0,-0.5,0.0
10,5,wolf,ambulance_random,"(2, 2, 0, 2, 2)",False,2,1,2,1,0,1,2,1,0.0,0.0,0.0,0.0
10,6,wolf,ambulance_random,"(2, 2, 1, 2, 2)",False,2,1,2,1,1,1,2,0,0.0,0.0,20.0,0.0
11,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,1,0,0,0,1,0,1,-240.0,7.5,-100.0,-100.0
12,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
12,1,wolf,ambulance_random,"(0, 1, 0, 0, 0)",False,0,1,1,1,0,0,0,0,0.0,20.0,7.5,7.5
12,2,wolf,ambulance_random,"(1, 2, 0, 0, 0)",False,1,1,2,1,0,0,0,1,20.0,0.0,-0.5,0.0
12,3,wolf,ambulance_random,"(2, 2, 0, 1, 0)",False,2,0,2,1,0,0,1,0,0.0,0.0,-0.5,-0.5
12,4,wolf,ambulance_random,"(2, 2, 0, 1, 0)",False,2,0,2,1,0,0,1,0,0.0,0.0,-0.5,-0.5
12,5,wolf,ambulance_random,"(2, 2, 0, 1, 0)",False,2,0,2,0,0,1,1,1,0.0,0.0,0.0,20.0
12,6,wolf,ambulance_random,"(2, 2, 1, 2, 0)",False,2,1,2,1,1,1,2,1,0.0,0.0,20.0,0.0
13,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,0,0,0,7.5,7.5,-0.5,-0.5
13,1,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,1,0,0,0,0,0,1,-140.0,7.5,-0.5,-100.0
14,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,1,0,0,0,0,0,1,-140.0,7.5,-0.5,-100.0
15,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,1,0,1,0,0,0,0,0.0,0.0,7.5,7.5
15,1,wolf,ambulance_random,"(1, 1, 0, 0, 0)",False,1,0,1,0,0,1,0,0,-100.5,-100.5,-200.0,-0.5
16,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,1,0,1,0,1,7.5,-240.0,-100.0,-100.0
17,0,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,1,0,0,0,1,0,0,-100.0,-0.5,-140.0,7.5
18,0,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,1,0,0,0,1,0,0,-100.0,-0.5,-140.0,7.5
19,0,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,1,0,1,0,1,0,1,-200.0,-200.0,-240.0,-240.0
20,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,1,0,1,0,1,7.5,-240.0,-100.0,-100.0
21,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,1,0,0,0,0,7.5,-40.0,-0.5,-0.5
21,1,wolf,ambulance_random,"(0, 1, 0, 0, 3)",False,0,1,1,0,0,1,0,0,-140.0,-140.5,-200.0,-0.5
22,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,1,0,1,0,1,-0.5,-200.0,-140.0,-140.0
23,0,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,7.5,7.5
23,1,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
23,2,wolf,ambulance_random,"(0, 1, 0, 0, 1)",False,0,0,1,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
23,3,wolf,ambulance_random,"(0, 1, 0, 0, 1)",False,0,0,1,1,0,0,0,1,-0.5,20.0,-0.5,0.0
23,4,wolf,ambulance_random,"(0, 2, 0, 1, 1)",False,0,1,2,1,0,1,1,0,-200.0,0.0,-100.0,-100.5
24,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,1,0,0,0,0,7.5,-40.0,-0.5,-0.5
24,1,wolf,ambulance_random,"(0, 1, 0, 0, 3)",False,0,0,1,1,0,1,0,0,7.5,20.0,0.0,-0.5
24,2,wolf,ambulance_random,"(0, 2, 1, 0, 3)",False,0,1,2,0,1,0,0,1,-240.0,0.0,-100.5,-100.0
25,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,1,0,1,0,0,-0.5,-100.0,-140.0,7.5
26,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,1,0,0,7.5,7.5,0.0,-0.5
26,1,wolf,ambulance_random,"(0, 0, 1, 0, 3)",False,0,0,0,1,1,0,0,0,7.5,-140.0,-100.5,-0.5
27,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,0,0,0,7.5,7.5,-0.5,-0.5
27,1,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,0,0,1,7.5,7.5,-0.5,0.0
27,2,wolf,ambulance_random,"(0, 0, 0, 1, 2)",False,0,1,0,0,0,0,1,1,-40.0,7.5,-0.5,20.0
27,3,wolf,ambulance_random,"(1, 0, 0, 2, 2)",False,1,0,0,0,0,0,2,1,-40.5,7.5,-0.5,0.0
27,4,wolf,ambulance_random,"(1, 0, 0, 2, 2)",False,1,1,0,0,0,0,2,1,20.0,7.5,-0.5,0.0
27,5,wolf,ambulance_random,"(2, 0, 0, 2, 2)",False,2,1,0,0,0,1,2,0,0.0,7.5,0.0,0.0
27,6,wolf,ambulance_random,"(2, 0, 1, 2, 2)",False,2,1,0,0,1,1,2,0,0.0,-0.5,20.0,0.0
27,7,wolf,ambulance_random,"(2, 0, 2, 2, 2)",False,2,0,0,1,2,0,2,1,0.0,0.0,0.0,0.0
27,8,wolf,ambulance_random,"(2, 1, 2, 2, 2)",False,2,1,1,1,2,0,2,1,0.0,20.0,0.0,0.0
28,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,1,0,0,0,0,7.5,-40.0,-0.5,-0.5
28,1,wolf,ambulance_random,"(0, 1, 0, 0, 3)",False,0,0,1,1,0,0,0,0,7.5,20.0,-0.5,-0.5
28,2,wolf,ambulance_random,"(0, 2, 0, 0, 3)",False,0,1,2,0,0,0,0,0,-40.0,0.0,-0.5,-0.5
28,3,wolf,ambulance_random,"(1, 2, 0, 0, 3)",False,1,0,2,0,0,0,0,1,-140.5,0.0,-0.5,-100.0
29,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,1,0,1,0,0,0,0,0.0,0.0,7.5,7.5
29,1,wolf,ambulance_random,"(1, 1, 0, 0, 0)",False,1,0,1,1,0,0,0,0,-0.5,20.0,-0.5,-0.5
29,2,wolf,ambulance_random,"(1, 2, 0, 0, 0)",False,1,1,2,0,0,1,0,0,20.0,0.0,0.0,-0.5
29,3,wolf,ambulance_random,"(2, 2, 1, 0, 0)",False,2,0,2,0,1,0,0,0,0.0,0.0,-0.5,-0.5
29,4,wolf,ambulance_random,"(2, 2, 1, 0, 0)",False,2,1,2,0,1,0,0,0,0.0,0.0,-0.5,-0.5
29,5,wolf,ambulance_random,"(2, 2, 1, 0, 0)",False,2,0,2,0,1,1,0,1,0.0,0.0,20.0,0.0
29,6,wolf,ambulance_random,"(2, 2, 2, 1, 0)",False,2,0,2,0,2,0,1,0,0.0,0.0,0.0,-0.5
29,7,wolf,ambulance_random,"(2, 2, 2, 1, 0)",False,2,1,2,1,2,1,1,1,0.0,0.0,0.0,20.0
30,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,1,0,0,7.5,7.5,0.0,-0.5
30,1,wolf,ambulance_random,"(0, 0, 1, 0, 2)",False,0,0,0,0,1,0,0,1,-0.5,-0.5,-0.5,0.0
30,2,wolf,ambulance_random,"(0, 0, 1, 1, 2)",False,0,1,0,1,1,0,1,1,-100.0,-100.0,-200.5,20.0
31,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,1,0,0,0,1,0,1,-200.0,-0.5,-140.0,-140.0
32,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,0,0,1,7.5,7.5,-0.5,0.0
32,1,wolf,ambulance_random,"(0, 0, 0, 1, 3)",False,0,1,0,1,0,0,1,0,-100.0,-100.0,-0.5,-200.5
33,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,1,0,0,0,0,0,1,-140.0,7.5,-0.5,-100.0
34,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,1,0,0,0,0,7.5,-40.0,-0.5,-0.5
34,1,wolf,ambulance_random,"(0, 1, 0, 0, 2)",False,0,1,1,0,0,1,0,0,-140.0,-140.5,-200.0,-0.5
35,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,1,0,0,0,1,-0.5,-100.0,7.5,-140.0
36,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,-40.0,7.5
36,1,wolf,ambulance_random,"(0, 0, 1, 0, 0)",False,0,1,0,0,1,1,0,0,0.0,-0.5,20.0,7.5
36,2,wolf,ambulance_random,"(1, 0, 2, 0, 0)",False,1,0,0,1,2,0,0,0,-0.5,0.0,0.0,-0.5
36,3,wolf,ambulance_random,"(1, 1, 2, 0, 0)",False,1,0,1,1,2,1,0,1,-100.5,20.0,0.0,-100.0
37,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,1,0,1,0,0,7.5,-140.0,-100.0,-0.5
38,0,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,1,0,1,0,1,0,1,-200.0,-200.0,-240.0,-240.0
39,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,7.5,7.5
39,1,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,1,0,0,0,0,0,0,0.0,-0.5,7.5,7.5
39,2,wolf,ambulance_random,"(1, 0, 0, 0, 0)",False,1,0,0,0,0,0,0,1,-100.5,-0.5,-0.5,-100.0
40,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,0,0,0,7.5,7.5,-0.5,-0.5
40,1,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,0,0,0,7.5,7.5,-0.5,-0.5
40,2,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,1,0,1,0,0,0,1,-140.0,-140.0,-0.5,-200.0
41,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,0,0,0,7.5,7.5,-0.5,-0.5
41,1,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,1,0,0,0,0,0,1,-140.0,7.5,-0.5,-100.0
42,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,0,0,1,7.5,7.5,-0.5,0.0
42,1,wolf,ambulance_random,"(0, 0, 0, 1, 3)",False,0,0,0,0,0,0,1,1,-0.5,-0.5,-0.5,20.0
42,2,wolf,ambulance_random,"(0, 0, 0, 2, 3)",False,0,1,0,0,0,1,2,1,-100.0,-0.5,-100.0,0.0
43,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,1,0,0,0,0,0,1,-140.0,7.5,-0.5,-100.0
44,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,0,0,0,7.5,7.5,-0.5,-0.5
44,1,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,1,0,0,0,0,0,0,-40.0,7.5,-0.5,-0.5
44,2,wolf,ambulance_random,"(1, 0, 0, 0, 2)",False,1,1,0,0,0,0,0,1,20.0,7.5,-0.5,0.0
44,3,wolf,ambulance_random,"(2, 0, 0, 1, 2)",False,2,0,0,1,0,1,1,1,0.0,-140.0,-100.0,20.0
45,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,1,0,0,0,0,0,0,-40.0,7.5,-0.5,-0.5
45,1,wolf,ambulance_random,"(1, 0, 0, 0, 2)",False,1,1,0,1,0,1,0,1,20.0,-240.0,-100.0,-100.0
46,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
46,1,wolf,ambulance_random,"(0, 1, 0, 0, 0)",False,0,0,1,0,0,1,0,0,-0.5,-100.5,-140.0,7.5
47,0,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
47,1,wolf,ambulance_random,"(0, 1, 0, 0, 1)",False,0,1,1,1,0,1,0,0,-100.0,20.0,-100.0,-0.5
48,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,1,0,0,7.5,7.5,0.0,-0.5
48,1,wolf,ambulance_random,"(0, 0, 1, 0, 3)",False,0,0,0,0,1,0,0,0,7.5,7.5,-0.5,-0.5
48,2,wolf,ambulance_random,"(0, 0, 1, 0, 3)",False,0,0,0,1,1,0,0,0,7.5,-140.0,-100.5,-0.5
49,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,7.5,7.5
49,1,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,1,0,0,0,0,0,0,0.0,-0.5,7.5,7.5
49,2,wolf,ambulance_random,"(1, 0, 0, 0, 0)",False,1,0,0,1,0,1,0,0,-100.5,-100.0,-200.0,-0.5
50,0,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,1,0,0,0,0,0,1,-100.0,-0.5,7.5,-140.0
51,0,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
51,1,wolf,ambulance_random,"(0, 1, 0, 0, 1)",False,0,1,1,0,0,0,0,1,-100.0,-100.5,-0.5,-200.0
52,0,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,7.5,-40.0
52,1,wolf,ambulance_random,"(0, 0, 0, 1, 1)",False,0,1,0,0,0,1,1,1,-100.0,-0.5,-140.0,20.0
53,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,7.5,7.5
53,1,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,-40.0,7.5
53,2,wolf,ambulance_random,"(0, 0, 1, 0, 0)",False,0,0,0,1,1,1,0,1,-0.5,-100.0,20.0,-140.0
54,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,7.5,7.5
54,1,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,7.5,7.5
54,2,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,1,0,0,0,0,0,0,0.0,-0.5,7.5,7.5
54,3,wolf,ambulance_random,"(1, 0, 0, 0, 0)",False,1,0,0,0,0,1,0,1,-200.5,-0.5,-100.0,-100.0
55,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,0,0,0,7.5,7.5,-0.5,-0.5
55,1,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,0,0,0,7.5,7.5,-0.5,-0.5
55,2,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,0,0,0,7.5,7.5,-0.5,-0.5
55,3,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,0,0,0,7.5,7.5,-0.5,-0.5
55,4,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,0,0,0,7.5,7.5,-0.5,-0.5
55,5,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,0,0,0,7.5,7.5,-0.5,-0.5
55,6,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,0,0,1,7.5,7.5,-0.5,0.0
55,7,wolf,ambulance_random,"(0, 0, 0, 1, 3)",False,0,0,0,0,0,0,1,1,-0.5,-0.5,-0.5,20.0
55,8,wolf,ambulance_random,"(0, 0, 0, 2, 3)",False,0,0,0,1,0,1,2,0,-0.5,-100.0,-100.0,0.0
56,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,0,0,0,7.5,7.5,-0.5,-0.5
56,1,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,1,0,0,0,0,7.5,-40.0,-0.5,-0.5
56,2,wolf,ambulance_random,"(0, 1, 0, 0, 2)",False,0,0,1,0,0,0,0,1,7.5,-140.5,-0.5,-100.0
57,0,wolf,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,1,0,0,0,1,7.5,-140.0,-0.5,-100.0
58,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,0,0,1,7.5,7.5,-0.5,0.0
58,1,wolf,ambulance_random,"(0, 0, 0, 1, 3)",False,0,0,0,0,0,1,1,1,-0.5,-0.5,0.0,20.0
58,2,wolf,ambulance_random,"(0, 0, 1, 2, 3)",False,0,0,0,1,1,1,2,1,-0.5,0.0,20.0,0.0
58,3,wolf,ambulance_random,"(0, 1, 2, 2, 3)",False,0,0,1,0,2,0,2,1,-0.5,-0.5,0.0,0.0
58,4,wolf,ambulance_random,"(0, 1, 2, 2, 3)",False,0,1,1,1,2,0,2,0,0.0,20.0,0.0,0.0
58,5,wolf,ambulance_random,"(1, 2, 2, 2, 3)",False,1,0,2,0,2,0,2,1,-0.5,0.0,0.0,0.0
58,6,wolf,ambulance_random,"(1, 2, 2, 2, 3)",False,1,0,2,0,2,1,2,0,-0.5,0.0,0.0,0.0
58,7,wolf,ambulance_random,"(1, 2, 2, 2, 3)",False,1,1,2,0,2,1,2,0,20.0,0.0,0.0,0.0
59,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,1,0,1,0,0,0,1,-100.0,-100.0,7.5,-240.0
60,0,wolf,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,0,0,1,0,1,-0.5,-0.5,-40.0,-40.0
60,1,wolf,ambulance_random,"(0, 0, 1, 1, 0)",False,0,0,0,1,1,1,1,1,-0.5,0.0,20.0,20.0
60,2,wolf,ambulance_random,"(0, 1, 2, 2, 0)",False,0,1,1,0,2,0,2,0,0.0,-0.5,0.0,0.0
60,3,wolf,ambulance_random,"(1, 1, 2, 2, 0)",False,1,1,1,1,2,1,2,1,20.0,20.0,0.0,0.0
61,0,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,7.5,7.5
61,1,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,7.5,-40.0
61,2,wolf,ambulance_random,"(0, 0, 0, 1, 1)",False,0,0,0,0,0,0,1,1,-0.5,-0.5,7.5,20.0
61,3,wolf,ambulance_random,"(0, 0, 0, 2, 1)",False,0,0,0,0,0,1,2,1,-0.5,-0.5,-40.0,0.0
61,4,wolf,ambulance_random,"(0, 0, 1, 2, 1)",False,0,1,0,0,1,0,2,0,-100.0,-0.5,-140.5,0.0
62,0,wolf,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,1,0,0,7.5,7.5,0.0,-0.5
62,1,wolf,ambulance_random,"(0, 0, 1, 0, 3)",False,0,0,0,0,1,1,0,1,7.5,7.5,20.0,0.0
62,2,wolf,ambulance_random,"(0, 0, 2, 1, 3)",False,0,1,0,1,2,1,1,0,-100.0,-100.0,0.0,-200.5
63,0,wolf,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,0,0,1,0,1,-0.5,-0.5,-40.0,-40.0
63,1,wolf,ambulance_random,"(0, 0, 1, 1, 1)",False,0,1,0,1,1,1,1,0,-100.0,-100.0,20.0,-240.5
